Species	South_China_Sea	Sunda_Shelf	Java_Transitional	South_Kuroshio	Tropical_Northwestern_Pacific	Western_Coral_Triangle	Eastern_Coral_Triangle	Sahul_Shelf	Northeast_Australian_Shelf	Northwest_Australian_Shelf	Tropical_Southwestern_Pacific	Lord_Howe_and_Norfolk_Islands	Hawaii	Marshall_Gilbert_and_Ellis_Islands	Central_Polynesia	Southeast_Polynesia	Marquesas	Easter_Island
Apogon carinatus	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0
Apogon catalai	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Apogon cathetogramma	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apogon caudicinctus	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0
Apogon ceramensis	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
Apogon chalcius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Apogon cheni	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0
Apogon coccineus	0	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	1	0
Apogon crassiceps	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Apogon dammermani	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
Apogon darnleyensis	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Apogon deetsie	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Apogon dianthus	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
Apogon dispar	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0
Apogon diversus	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Apogon doederleini	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0
Apogon doryssa	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0
Apogon ellioti	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0
Apogon erythrinus	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0
Apogon flavus	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0
Apogon franssedai	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
Apogon fukuii	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Apogon fuscomaculatus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Apogon fusovatus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Apogon griffini	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Apogon guamensis	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0
Apogon gularis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Apogon holotaenia	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Apogon hypselonotus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Apogon indicus	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0
Apogon ishigakiensis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Apogon kalosoma	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Apogon kautamea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Apogon komodoensis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Apogon lativittatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
Apogon leptofasciatus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Apogon limenus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Apogon lineatus	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0
Apogon lineomaculatus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Apogon maculiferus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Apogon margaritophorus	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Apogon marquesensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Apogon melanoproctus	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Apogon microspilos	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Apogon moluccensis	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Apogon monospilus	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
Apogon multilineatus	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Apogon multitaeniatus	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Apogon nanus	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Apogon nigrocincta	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Apogon nitidus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apogon norfolcensis	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Apogon notatus	0	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0
Apogon novaeguineae	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Apogon ocellicaudus	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0
Apogon oxygrammus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Apogon pallidofasciatus	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
Apogon parvulus	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Apogon photogaster	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Apogon pleuron	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Apogon posterofasciatus	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
Apogon quadrifasciatus	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0
Apogon regula	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Apogon relativus	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0
Apogon rubrifuscus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Apogon rufus	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
Apogon sangiensis	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0
Apogon schlegeli	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Apogon selas	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0
Apogon semilineatus	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0
Apogon seminigracaudus	0	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0
Apogon semiornatus	0	1	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0
Apogon septemstriatus	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Apogon sialis	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Apogon sinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Apogon smithi	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Apogon striatodes	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Apogon susanae	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0
Apogon taeniatus	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
Apogon truncatus	1	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0
Apogon unicolor	0	1	1	1	0	1	1	0	1	1	1	0	0	1	0	0	0	0
Apogon unitaeniatus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Apogon ventrifasciatus	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Apogon victoriae	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Apogonichthyoides atripes	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Apogonichthyoides brevicaudatus	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
Apogonichthyoides chrysurus	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
Apogonichthyoides melas	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
Apogonichthyoides miniatus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Apogonichthyoides niger	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Apogonichthyoides nigripinnis	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
Apogonichthyoides opercularis	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
Apogonichthyoides pseudotaeniatus	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Apogonichthyoides timorensis	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Apogonichthyoides umbratilis	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Apogonichthys ocellatus	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0
Apogonichthys perdix	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0
Apolemichthys arcuatus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Apolemichthys griffisi	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0
Apolemichthys trimaculatus	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0
Apolemichthys xanthopunctatus	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0
Aporops bilinearis	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0
Aprion virescens	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Apterichtus australis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Apterichtus flavicaudus	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0
Apterichtus keramanus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apterichtus klazingai	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	0	0	0
Apterygocampus epinnulatus	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Aptychotrema rostrata	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Aracana aurita	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Archamia ataenia	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archamia biguttata	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0
Archamia bleekeri	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Archamia buruensis	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0
Archamia fucata	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0
Archamia leai	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0
Archamia lineolata	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0
Archamia macroptera	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0
Archamia zosterophora	0	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0
Arcygobius baliurus	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Arenigobius leftwichi	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Argyrops spinifer	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Argyrosomus hololepidotus	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Argyrosomus japonicus	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Ariosoma scheelei	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	0	0
Arnoglossus macrolophus	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0
Arnoglossus tenuis	1	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0
Arothron caeruleopunctatus	0	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0
Arothron carduus	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Arothron firmamentum	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0
Arothron hispidus	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Arothron immaculatus	0	1	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0
Arothron inconditus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arothron manilensis	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0
Arothron mappa	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0
Arothron meleagris	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1
Arothron nigropunctatus	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Arothron reticularis	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0
Arothron stellatus	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
Arripis trutta	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Aseraggodes cyaneus	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Aseraggodes melanostictus	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	0	0
Aseraggodes whitakeri	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0
Aseraggodes xenicus	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0
Aspasma minima	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aspasmichthys ciconiae	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aspasmogaster costata	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Aspasmogaster tasmaniensis	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Aspidontus dussumieri	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Aspidontus taeniatus	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
Aspidontus tractus	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0
Assessor flavissimus	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Assessor macneilli	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
Assessor randalli	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Assiculoides desmonotus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Assiculus punctatus	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
Asterorhombus fijiensis	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0
Asterorhombus filifer	0	0	0	0	1	1	1	0	1	0	1	0	1	1	0	1	0	0
Asterorhombus intermedius	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0
Asterropteryx atripes	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Asterropteryx bipunctata	0	1	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0
Asterropteryx ensifera	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0
Hypseleotris everetti	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Asterropteryx ovata	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Asterropteryx semipunctata	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
Asterropteryx senoui	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Asterropteryx spinosa	0	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0
Asterropteryx striata	0	1	0	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0
Astrabe fasciata	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Astrabe flavimaculata	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Astrabe lactisella	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asymbolus vincenti	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Atelomycterus baliensis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Atelomycterus fasciatus	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Atelomycterus macleayi	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
Atelomycterus marmoratus	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Atelomycterus marnkalha	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Atherinomorus capricornensis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Atherinomorus duodecimalis	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0
Atherinomorus endrachtensis	0	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0
Atherinomorus insularum	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Atherinomorus lacunosus	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0
Atherion elymus	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0
Atropus atropos	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Atrosalarias fuscus fuscus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atrosalarias holomelas	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Atrosalarias hosokawai	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Atule mate	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0
Atypichthys latus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Atypichthys strigatus	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Aulacocephalus temminckii	0	1	0	1	1	1	0	0	0	1	0	1	0	1	0	1	0	0
Aulohalaelurus kanakorum	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Aulohalaelurus labiosus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Aulopareia atripinnatus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aulopareia janetae	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aulostomus chinensis	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Austrolabrus maculatus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Austrolethops wardi	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
Balistapus undulatus	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
Balistes polylepis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Balistes willughbeii	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0
Balistoides conspicillum	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
Balistoides viridescens	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0
Barbuligobius boehlkei	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Bascanichthys fijiensis	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bascanichthys filaria	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Bascanichthys kirkii	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bascanichthys longipinnis	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Bascanichthys myersi	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bascanichthys pusillus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bathygobius aeolosoma	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bathygobius coalitus	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0
Bathygobius cocosensis	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Bathygobius cotticeps	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0
Bathygobius cyclopterus	0	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0
Bathygobius fuscus	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0
Bathygobius krefftii	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
Bathygobius laddi	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
Bathygobius meggitti	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
Bathygobius niger	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bathygobius panayensis	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bathygobius petrophilus	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
Bathystethus cultratus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bathystethus orientale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Batrachomoeus occidentalis	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Batrachomoeus trispinosus	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
Beaglichthys bleekeri	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Beaglichthys larsonae	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Beaglichthys macrophthalmus	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Beliops batanensis	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Beliops xanthokrossos	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Belonepterygion fasciolatum	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0
Belonoperca chabanaudi	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0
Bembrops filiferus	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0
Bhanotia nuda	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Bhanotia pauciradiata	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Blenniella bilitonensis	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0
Blenniella caudolineata	0	1	0	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0
Blenniella chrysospilos	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Blenniella cyanostigma	0	1	1	0	1	1	1	0	1	0	1	0	0	1	1	0	0	0
Blenniella gibbifrons	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	1	1	0
Blenniella interrupta	0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0
Blenniella leopardus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blenniella paula	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0
Blenniella periophthalmus	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0
Blennodesmus scapularis	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
Bodianus anthioides	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0
Bodianus axillaris	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
Bodianus bilunulatus	0	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	0
Bodianus bimaculatus	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0
Bodianus busellatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Bodianus diana	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0
Bodianus dictynna	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0
Bodianus frenchii	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bodianus izuensis	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0
Bodianus leucosticticus	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bodianus loxozonus	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0
Bodianus masudai	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0
Bodianus mesothorax	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0
Bodianus neopercularis	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0
Bodianus opercularis	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Bodianus oxycephalus	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0
Bodianus paraleucosticticus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Bodianus perditio	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0
Bodianus prognathus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bodianus rubrisos	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Bodianus sanguineus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bodianus sepiacaudus	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
Bodianus solatus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bodianus tanyokidus	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Bodianus unimaculatus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1
Bodianus vulpinus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Boehlkenchelys longidentata	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Bolbometopon muricatum	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0
Bostrychus albooculata	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bothus leopardinus	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Bothus mancus	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Bothus ocellatus	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Bothus pantherinus	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
Bothus podas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Brachaelurus waddi	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
Brachaluteres jacksonianus	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Brachaluteres taylori	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0
Brachaluteres ulvarum	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Brachirus selheimi	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
Brachysomophis cirrocheilos	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0
Brachysomophis crocodilinus	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
Brachysomophis henshawi	0	1	0	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0
Brachysomophis longipinnis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Brachysomophis porphyreus	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachysomophis umbonis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Branchiostegus albus	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Branchiostegus argentatus	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
